Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26.00,No,Travel_Rarely,192.00,Research & Development,1.00,2.00,Medical,1.00,1083.00,1.00,Male,59.00,2.00,1.00,Laboratory Technician,1.00,Married,3955.00,11141.00,1.00,Y,No,16.00,3.00,1.00,80.00,2.00,6.00,2.00,3.00,5.00,3.00,1.00,3.00
30.00,No,Travel_Rarely,1176.00,Research & Development,20.00,3.00,Other,1.00,1084.00,3.00,Male,85.00,3.00,2.00,Manufacturing Director,1.00,Married,9957.00,9096.00,0.00,Y,No,15.00,3.00,3.00,80.00,1.00,7.00,1.00,2.00,6.00,2.00,0.00,2.00
41.00,No,Travel_Rarely,509.00,Research & Development,7.00,2.00,Technical Degree,1.00,1085.00,2.00,Female,43.00,4.00,1.00,Research Scientist,3.00,Married,3376.00,18863.00,1.00,Y,No,13.00,3.00,3.00,80.00,0.00,10.00,3.00,3.00,10.00,6.00,0.00,8.00
38.00,No,Travel_Rarely,330.00,Research & Development,17.00,1.00,Life Sciences,1.00,1088.00,3.00,Female,65.00,2.00,3.00,Healthcare Representative,3.00,Married,8823.00,24608.00,0.00,Y,No,18.00,3.00,1.00,80.00,1.00,20.00,4.00,2.00,19.00,9.00,1.00,9.00
40.00,No,Travel_Rarely,1492.00,Research & Development,20.00,4.00,Technical Degree,1.00,1092.00,1.00,Male,61.00,3.00,3.00,Healthcare Representative,4.00,Married,10322.00,26542.00,4.00,Y,No,20.00,4.00,4.00,80.00,1.00,14.00,6.00,3.00,11.00,10.00,11.00,1.00
27.00,No,Non-Travel,1277.00,Research & Development,8.00,5.00,Life Sciences,1.00,1094.00,1.00,Male,87.00,1.00,1.00,Laboratory Technician,3.00,Married,4621.00,5869.00,1.00,Y,No,19.00,3.00,4.00,80.00,3.00,3.00,4.00,3.00,3.00,2.00,1.00,2.00
55.00,No,Travel_Frequently,1091.00,Research & Development,2.00,1.00,Life Sciences,1.00,1096.00,4.00,Male,65.00,3.00,3.00,Manufacturing Director,2.00,Married,10976.00,15813.00,3.00,Y,No,18.00,3.00,2.00,80.00,1.00,23.00,4.00,3.00,3.00,2.00,1.00,2.00
28.00,No,Travel_Rarely,857.00,Research & Development,10.00,3.00,Other,1.00,1097.00,3.00,Female,59.00,3.00,2.00,Research Scientist,3.00,Single,3660.00,7909.00,3.00,Y,No,13.00,3.00,4.00,80.00,0.00,10.00,4.00,4.00,8.00,7.00,1.00,7.00
44.00,Yes,Travel_Rarely,1376.00,Human Resources,1.00,2.00,Medical,1.00,1098.00,2.00,Male,91.00,2.00,3.00,Human Resources,1.00,Married,10482.00,2326.00,9.00,Y,No,14.00,3.00,4.00,80.00,1.00,24.00,1.00,3.00,20.00,6.00,3.00,6.00
33.00,No,Travel_Rarely,654.00,Research & Development,5.00,3.00,Life Sciences,1.00,1099.00,4.00,Male,34.00,2.00,3.00,Healthcare Representative,4.00,Divorced,7119.00,21214.00,4.00,Y,No,15.00,3.00,3.00,80.00,1.00,9.00,2.00,3.00,3.00,2.00,1.00,2.00
35.00,Yes,Travel_Rarely,1204.00,Sales,4.00,3.00,Technical Degree,1.00,1100.00,4.00,Male,86.00,3.00,3.00,Sales Executive,1.00,Single,9582.00,10333.00,0.00,Y,Yes,22.00,4.00,1.00,80.00,0.00,9.00,2.00,3.00,8.00,7.00,4.00,7.00
33.00,Yes,Travel_Frequently,827.00,Research & Development,29.00,4.00,Medical,1.00,1101.00,1.00,Female,54.00,2.00,2.00,Research Scientist,3.00,Single,4508.00,3129.00,1.00,Y,No,22.00,4.00,2.00,80.00,0.00,14.00,4.00,3.00,13.00,7.00,3.00,8.00
28.00,No,Travel_Rarely,895.00,Research & Development,15.00,2.00,Life Sciences,1.00,1102.00,1.00,Male,50.00,3.00,1.00,Laboratory Technician,3.00,Divorced,2207.00,22482.00,1.00,Y,No,16.00,3.00,4.00,80.00,1.00,4.00,5.00,2.00,4.00,2.00,2.00,2.00
34.00,No,Travel_Frequently,618.00,Research & Development,3.00,1.00,Life Sciences,1.00,1103.00,1.00,Male,45.00,3.00,2.00,Healthcare Representative,4.00,Single,7756.00,22266.00,0.00,Y,No,17.00,3.00,3.00,80.00,0.00,7.00,1.00,2.00,6.00,2.00,0.00,4.00
37.00,No,Travel_Rarely,309.00,Sales,10.00,4.00,Life Sciences,1.00,1105.00,4.00,Female,88.00,2.00,2.00,Sales Executive,4.00,Divorced,6694.00,24223.00,2.00,Y,Yes,14.00,3.00,3.00,80.00,3.00,8.00,5.00,3.00,1.00,0.00,0.00,0.00
25.00,Yes,Travel_Rarely,1219.00,Research & Development,4.00,1.00,Technical Degree,1.00,1106.00,4.00,Male,32.00,3.00,1.00,Laboratory Technician,4.00,Married,3691.00,4605.00,1.00,Y,Yes,15.00,3.00,2.00,80.00,1.00,7.00,3.00,4.00,7.00,7.00,5.00,6.00
26.00,Yes,Travel_Rarely,1330.00,Research & Development,21.00,3.00,Medical,1.00,1107.00,1.00,Male,37.00,3.00,1.00,Laboratory Technician,3.00,Divorced,2377.00,19373.00,1.00,Y,No,20.00,4.00,3.00,80.00,1.00,1.00,0.00,2.00,1.00,1.00,0.00,0.00
33.00,Yes,Travel_Rarely,1017.00,Research & Development,25.00,3.00,Medical,1.00,1108.00,1.00,Male,55.00,2.00,1.00,Research Scientist,2.00,Single,2313.00,2993.00,4.00,Y,Yes,20.00,4.00,2.00,80.00,0.00,5.00,0.00,3.00,2.00,2.00,2.00,2.00
42.00,No,Travel_Rarely,469.00,Research & Development,2.00,2.00,Medical,1.00,1109.00,4.00,Male,35.00,3.00,4.00,Manager,1.00,Married,17665.00,14399.00,0.00,Y,No,17.00,3.00,4.00,80.00,1.00,23.00,3.00,3.00,22.00,6.00,13.00,7.00
28.00,Yes,Travel_Frequently,1009.00,Research & Development,1.00,3.00,Medical,1.00,1111.00,1.00,Male,45.00,2.00,1.00,Laboratory Technician,2.00,Divorced,2596.00,7160.00,1.00,Y,No,15.00,3.00,1.00,80.00,2.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
50.00,Yes,Travel_Frequently,959.00,Sales,1.00,4.00,Other,1.00,1113.00,4.00,Male,81.00,3.00,2.00,Sales Executive,3.00,Single,4728.00,17251.00,3.00,Y,Yes,14.00,3.00,4.00,80.00,0.00,5.00,4.00,3.00,0.00,0.00,0.00,0.00
33.00,No,Travel_Frequently,970.00,Sales,7.00,3.00,Life Sciences,1.00,1114.00,4.00,Female,30.00,3.00,2.00,Sales Executive,2.00,Married,4302.00,13401.00,0.00,Y,No,17.00,3.00,3.00,80.00,1.00,4.00,3.00,3.00,3.00,2.00,0.00,2.00
34.00,No,Non-Travel,697.00,Research & Development,3.00,4.00,Life Sciences,1.00,1115.00,3.00,Male,40.00,2.00,1.00,Research Scientist,4.00,Married,2979.00,22478.00,3.00,Y,No,17.00,3.00,4.00,80.00,3.00,6.00,2.00,3.00,0.00,0.00,0.00,0.00
48.00,No,Non-Travel,1262.00,Research & Development,1.00,4.00,Medical,1.00,1116.00,1.00,Male,35.00,4.00,4.00,Manager,4.00,Single,16885.00,16154.00,2.00,Y,No,22.00,4.00,3.00,80.00,0.00,27.00,3.00,2.00,5.00,4.00,2.00,1.00
45.00,No,Non-Travel,1050.00,Sales,9.00,4.00,Life Sciences,1.00,1117.00,2.00,Female,65.00,2.00,2.00,Sales Executive,3.00,Married,5593.00,17970.00,1.00,Y,No,13.00,3.00,4.00,80.00,1.00,15.00,2.00,3.00,15.00,10.00,4.00,12.00
52.00,No,Travel_Rarely,994.00,Research & Development,7.00,4.00,Life Sciences,1.00,1118.00,2.00,Male,87.00,3.00,3.00,Healthcare Representative,2.00,Single,10445.00,15322.00,7.00,Y,No,19.00,3.00,4.00,80.00,0.00,18.00,4.00,3.00,8.00,6.00,4.00,0.00
38.00,No,Travel_Rarely,770.00,Sales,10.00,4.00,Marketing,1.00,1119.00,3.00,Male,73.00,2.00,3.00,Sales Executive,3.00,Divorced,8740.00,5569.00,0.00,Y,Yes,14.00,3.00,2.00,80.00,2.00,9.00,2.00,3.00,8.00,7.00,2.00,7.00
29.00,No,Travel_Rarely,1107.00,Research & Development,28.00,4.00,Life Sciences,1.00,1120.00,3.00,Female,93.00,3.00,1.00,Research Scientist,4.00,Divorced,2514.00,26968.00,4.00,Y,No,22.00,4.00,1.00,80.00,1.00,11.00,1.00,3.00,7.00,5.00,1.00,7.00
28.00,No,Travel_Rarely,950.00,Research & Development,3.00,3.00,Medical,1.00,1121.00,4.00,Female,93.00,3.00,3.00,Manufacturing Director,2.00,Divorced,7655.00,8039.00,0.00,Y,No,17.00,3.00,2.00,80.00,3.00,10.00,3.00,2.00,9.00,7.00,1.00,7.00
46.00,No,Travel_Rarely,406.00,Sales,3.00,1.00,Marketing,1.00,1124.00,1.00,Male,52.00,3.00,4.00,Manager,3.00,Married,17465.00,15596.00,3.00,Y,No,12.00,3.00,4.00,80.00,1.00,23.00,3.00,3.00,12.00,9.00,4.00,9.00
38.00,No,Travel_Rarely,130.00,Sales,2.00,2.00,Marketing,1.00,1125.00,4.00,Male,32.00,3.00,3.00,Sales Executive,2.00,Single,7351.00,20619.00,7.00,Y,No,16.00,3.00,3.00,80.00,0.00,10.00,2.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,1082.00,Research & Development,27.00,3.00,Life Sciences,1.00,1126.00,3.00,Female,83.00,3.00,3.00,Manufacturing Director,1.00,Married,10820.00,11535.00,8.00,Y,No,11.00,3.00,3.00,80.00,1.00,18.00,1.00,3.00,8.00,7.00,0.00,1.00
39.00,Yes,Travel_Frequently,203.00,Research & Development,2.00,3.00,Life Sciences,1.00,1127.00,1.00,Male,84.00,3.00,4.00,Healthcare Representative,4.00,Divorced,12169.00,13547.00,7.00,Y,No,11.00,3.00,4.00,80.00,3.00,21.00,4.00,3.00,18.00,7.00,11.00,5.00
40.00,No,Travel_Rarely,1308.00,Research & Development,14.00,3.00,Medical,1.00,1128.00,3.00,Male,44.00,2.00,5.00,Research Director,3.00,Single,19626.00,17544.00,1.00,Y,No,14.00,3.00,1.00,80.00,0.00,21.00,2.00,4.00,20.00,7.00,4.00,9.00
21.00,No,Travel_Rarely,984.00,Research & Development,1.00,1.00,Technical Degree,1.00,1131.00,4.00,Female,70.00,2.00,1.00,Research Scientist,2.00,Single,2070.00,25326.00,1.00,Y,Yes,11.00,3.00,3.00,80.00,0.00,2.00,6.00,4.00,2.00,2.00,2.00,2.00
39.00,No,Non-Travel,439.00,Research & Development,9.00,3.00,Life Sciences,1.00,1132.00,3.00,Male,70.00,3.00,2.00,Laboratory Technician,2.00,Single,6782.00,8770.00,9.00,Y,No,15.00,3.00,3.00,80.00,0.00,9.00,2.00,2.00,5.00,4.00,0.00,3.00
36.00,No,Non-Travel,217.00,Research & Development,18.00,4.00,Life Sciences,1.00,1133.00,1.00,Male,78.00,3.00,2.00,Manufacturing Director,4.00,Single,7779.00,23238.00,2.00,Y,No,20.00,4.00,1.00,80.00,0.00,18.00,0.00,3.00,11.00,9.00,0.00,9.00
31.00,No,Travel_Frequently,793.00,Sales,20.00,3.00,Life Sciences,1.00,1135.00,3.00,Male,67.00,4.00,1.00,Sales Representative,4.00,Married,2791.00,21981.00,0.00,Y,No,12.00,3.00,1.00,80.00,1.00,3.00,4.00,3.00,2.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,1451.00,Research & Development,2.00,1.00,Life Sciences,1.00,1136.00,1.00,Male,67.00,2.00,1.00,Research Scientist,2.00,Married,3201.00,19911.00,0.00,Y,No,17.00,3.00,1.00,80.00,0.00,6.00,2.00,1.00,5.00,3.00,0.00,4.00
35.00,No,Travel_Frequently,1182.00,Sales,11.00,2.00,Marketing,1.00,1137.00,4.00,Male,54.00,3.00,2.00,Sales Executive,4.00,Divorced,4968.00,18500.00,1.00,Y,No,11.00,3.00,4.00,80.00,1.00,5.00,3.00,3.00,5.00,2.00,0.00,2.00
49.00,No,Travel_Rarely,174.00,Sales,8.00,4.00,Technical Degree,1.00,1138.00,4.00,Male,56.00,2.00,4.00,Sales Executive,2.00,Married,13120.00,11879.00,6.00,Y,No,17.00,3.00,2.00,80.00,1.00,22.00,3.00,3.00,9.00,8.00,2.00,3.00
34.00,No,Travel_Frequently,1003.00,Research & Development,2.00,2.00,Life Sciences,1.00,1140.00,4.00,Male,95.00,3.00,2.00,Manufacturing Director,3.00,Single,4033.00,15834.00,2.00,Y,No,11.00,3.00,4.00,80.00,0.00,5.00,3.00,2.00,3.00,2.00,0.00,2.00
29.00,No,Travel_Frequently,490.00,Research & Development,10.00,3.00,Life Sciences,1.00,1143.00,4.00,Female,61.00,3.00,1.00,Research Scientist,2.00,Divorced,3291.00,17940.00,0.00,Y,No,14.00,3.00,4.00,80.00,2.00,8.00,2.00,2.00,7.00,5.00,1.00,1.00
42.00,No,Travel_Rarely,188.00,Research & Development,29.00,3.00,Medical,1.00,1148.00,2.00,Male,56.00,1.00,2.00,Laboratory Technician,4.00,Single,4272.00,9558.00,4.00,Y,No,19.00,3.00,1.00,80.00,0.00,16.00,3.00,3.00,1.00,0.00,0.00,0.00
29.00,No,Travel_Rarely,718.00,Research & Development,8.00,1.00,Medical,1.00,1150.00,2.00,Male,79.00,2.00,2.00,Manufacturing Director,4.00,Married,5056.00,17689.00,1.00,Y,Yes,15.00,3.00,3.00,80.00,1.00,10.00,2.00,2.00,10.00,7.00,1.00,2.00
38.00,No,Travel_Rarely,433.00,Human Resources,1.00,3.00,Human Resources,1.00,1152.00,3.00,Male,37.00,4.00,1.00,Human Resources,3.00,Married,2844.00,6004.00,1.00,Y,No,13.00,3.00,4.00,80.00,1.00,7.00,2.00,4.00,7.00,6.00,5.00,0.00
28.00,No,Travel_Frequently,773.00,Research & Development,6.00,3.00,Life Sciences,1.00,1154.00,3.00,Male,39.00,2.00,1.00,Research Scientist,3.00,Divorced,2703.00,22088.00,1.00,Y,Yes,14.00,3.00,4.00,80.00,1.00,3.00,2.00,3.00,3.00,1.00,0.00,2.00
18.00,Yes,Non-Travel,247.00,Research & Development,8.00,1.00,Medical,1.00,1156.00,3.00,Male,80.00,3.00,1.00,Laboratory Technician,3.00,Single,1904.00,13556.00,1.00,Y,No,12.00,3.00,4.00,80.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
33.00,Yes,Travel_Rarely,603.00,Sales,9.00,4.00,Marketing,1.00,1157.00,1.00,Female,77.00,3.00,2.00,Sales Executive,1.00,Single,8224.00,18385.00,0.00,Y,Yes,17.00,3.00,1.00,80.00,0.00,6.00,3.00,3.00,5.00,2.00,0.00,3.00
41.00,No,Travel_Rarely,167.00,Research & Development,12.00,4.00,Life Sciences,1.00,1158.00,2.00,Male,46.00,3.00,1.00,Laboratory Technician,4.00,Married,4766.00,9051.00,3.00,Y,Yes,11.00,3.00,1.00,80.00,1.00,6.00,4.00,3.00,1.00,0.00,0.00,0.00
31.00,Yes,Travel_Frequently,874.00,Research & Development,15.00,3.00,Medical,1.00,1160.00,3.00,Male,72.00,3.00,1.00,Laboratory Technician,3.00,Married,2610.00,6233.00,1.00,Y,No,12.00,3.00,3.00,80.00,1.00,2.00,5.00,2.00,2.00,2.00,2.00,2.00
37.00,No,Travel_Rarely,367.00,Research & Development,25.00,2.00,Medical,1.00,1161.00,3.00,Female,52.00,2.00,2.00,Healthcare Representative,4.00,Divorced,5731.00,17171.00,7.00,Y,No,13.00,3.00,3.00,80.00,2.00,9.00,2.00,3.00,6.00,2.00,1.00,3.00
27.00,No,Travel_Rarely,199.00,Research & Development,6.00,3.00,Life Sciences,1.00,1162.00,4.00,Male,55.00,2.00,1.00,Research Scientist,3.00,Married,2539.00,7950.00,1.00,Y,No,13.00,3.00,3.00,80.00,1.00,4.00,0.00,3.00,4.00,2.00,2.00,2.00
34.00,No,Travel_Rarely,1400.00,Sales,9.00,1.00,Life Sciences,1.00,1163.00,2.00,Female,70.00,3.00,2.00,Sales Executive,3.00,Married,5714.00,5829.00,1.00,Y,No,20.00,4.00,1.00,80.00,0.00,6.00,3.00,2.00,6.00,5.00,1.00,3.00
35.00,No,Travel_Rarely,528.00,Human Resources,8.00,4.00,Technical Degree,1.00,1164.00,3.00,Male,100.00,3.00,1.00,Human Resources,3.00,Single,4323.00,7108.00,1.00,Y,No,17.00,3.00,2.00,80.00,0.00,6.00,2.00,1.00,5.00,4.00,1.00,4.00
29.00,Yes,Travel_Rarely,408.00,Sales,23.00,1.00,Life Sciences,1.00,1165.00,4.00,Female,45.00,2.00,3.00,Sales Executive,1.00,Married,7336.00,11162.00,1.00,Y,No,13.00,3.00,1.00,80.00,1.00,11.00,3.00,1.00,11.00,8.00,3.00,10.00
40.00,No,Travel_Frequently,593.00,Research & Development,9.00,4.00,Medical,1.00,1166.00,2.00,Female,88.00,3.00,3.00,Research Director,3.00,Single,13499.00,13782.00,9.00,Y,No,17.00,3.00,3.00,80.00,0.00,20.00,3.00,2.00,18.00,7.00,2.00,13.00
42.00,Yes,Travel_Frequently,481.00,Sales,12.00,3.00,Life Sciences,1.00,1167.00,3.00,Male,44.00,3.00,4.00,Sales Executive,1.00,Single,13758.00,2447.00,0.00,Y,Yes,12.00,3.00,2.00,80.00,0.00,22.00,2.00,2.00,21.00,9.00,13.00,14.00
42.00,No,Travel_Rarely,647.00,Sales,4.00,4.00,Marketing,1.00,1171.00,2.00,Male,45.00,3.00,2.00,Sales Executive,1.00,Single,5155.00,2253.00,7.00,Y,No,13.00,3.00,4.00,80.00,0.00,9.00,3.00,4.00,6.00,4.00,1.00,5.00
35.00,No,Travel_Rarely,982.00,Research & Development,1.00,4.00,Medical,1.00,1172.00,4.00,Male,58.00,2.00,1.00,Laboratory Technician,3.00,Married,2258.00,16340.00,6.00,Y,No,12.00,3.00,2.00,80.00,1.00,10.00,2.00,3.00,8.00,0.00,1.00,7.00
24.00,No,Travel_Rarely,477.00,Research & Development,24.00,3.00,Medical,1.00,1173.00,4.00,Male,49.00,3.00,1.00,Laboratory Technician,2.00,Single,3597.00,6409.00,8.00,Y,No,22.00,4.00,4.00,80.00,0.00,6.00,2.00,3.00,4.00,3.00,1.00,2.00
28.00,Yes,Travel_Rarely,1485.00,Research & Development,12.00,1.00,Life Sciences,1.00,1175.00,3.00,Female,79.00,3.00,1.00,Laboratory Technician,4.00,Married,2515.00,22955.00,1.00,Y,Yes,11.00,3.00,4.00,80.00,0.00,1.00,4.00,2.00,1.00,1.00,0.00,0.00
26.00,No,Travel_Rarely,1384.00,Research & Development,3.00,4.00,Medical,1.00,1177.00,1.00,Male,82.00,4.00,1.00,Laboratory Technician,4.00,Married,4420.00,13421.00,1.00,Y,No,22.00,4.00,2.00,80.00,1.00,8.00,2.00,3.00,8.00,7.00,0.00,7.00
30.00,No,Travel_Rarely,852.00,Sales,10.00,3.00,Marketing,1.00,1179.00,3.00,Male,72.00,2.00,2.00,Sales Executive,3.00,Married,6578.00,2706.00,1.00,Y,No,18.00,3.00,1.00,80.00,1.00,10.00,3.00,3.00,10.00,3.00,1.00,4.00
40.00,No,Travel_Frequently,902.00,Research & Development,26.00,2.00,Medical,1.00,1180.00,3.00,Female,92.00,2.00,2.00,Research Scientist,4.00,Married,4422.00,21203.00,3.00,Y,Yes,13.00,3.00,4.00,80.00,1.00,16.00,3.00,1.00,1.00,1.00,0.00,0.00
35.00,No,Travel_Rarely,819.00,Research & Development,2.00,3.00,Life Sciences,1.00,1182.00,3.00,Male,44.00,2.00,3.00,Manufacturing Director,2.00,Divorced,10274.00,19588.00,2.00,Y,No,18.00,3.00,2.00,80.00,1.00,15.00,2.00,4.00,7.00,7.00,6.00,4.00
34.00,No,Travel_Frequently,669.00,Research & Development,1.00,3.00,Medical,1.00,1184.00,4.00,Male,97.00,2.00,2.00,Healthcare Representative,1.00,Single,5343.00,25755.00,0.00,Y,No,20.00,4.00,3.00,80.00,0.00,14.00,3.00,3.00,13.00,9.00,4.00,9.00
35.00,No,Travel_Frequently,636.00,Research & Development,4.00,4.00,Other,1.00,1185.00,4.00,Male,47.00,2.00,1.00,Laboratory Technician,4.00,Married,2376.00,26537.00,1.00,Y,No,13.00,3.00,2.00,80.00,1.00,2.00,2.00,4.00,2.00,2.00,2.00,2.00
43.00,Yes,Travel_Rarely,1372.00,Sales,9.00,3.00,Marketing,1.00,1188.00,1.00,Female,85.00,1.00,2.00,Sales Executive,3.00,Single,5346.00,9489.00,8.00,Y,No,13.00,3.00,2.00,80.00,0.00,7.00,2.00,2.00,4.00,3.00,1.00,3.00
32.00,No,Non-Travel,862.00,Sales,2.00,1.00,Life Sciences,1.00,1190.00,3.00,Female,76.00,3.00,1.00,Sales Representative,1.00,Divorced,2827.00,14947.00,1.00,Y,No,12.00,3.00,3.00,80.00,3.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
56.00,No,Travel_Rarely,718.00,Research & Development,4.00,4.00,Technical Degree,1.00,1191.00,4.00,Female,92.00,3.00,5.00,Manager,1.00,Divorced,19943.00,18575.00,4.00,Y,No,13.00,3.00,4.00,80.00,1.00,28.00,2.00,3.00,5.00,2.00,4.00,2.00
29.00,No,Travel_Rarely,1401.00,Research & Development,6.00,1.00,Medical,1.00,1192.00,2.00,Female,54.00,3.00,1.00,Laboratory Technician,4.00,Married,3131.00,26342.00,1.00,Y,No,13.00,3.00,1.00,80.00,1.00,10.00,5.00,3.00,10.00,8.00,0.00,8.00
19.00,No,Travel_Rarely,645.00,Research & Development,9.00,2.00,Life Sciences,1.00,1193.00,3.00,Male,54.00,3.00,1.00,Research Scientist,1.00,Single,2552.00,7172.00,1.00,Y,No,25.00,4.00,3.00,80.00,0.00,1.00,4.00,3.00,1.00,1.00,0.00,0.00
45.00,No,Travel_Rarely,1457.00,Research & Development,7.00,3.00,Medical,1.00,1195.00,1.00,Female,83.00,3.00,1.00,Research Scientist,3.00,Married,4477.00,20100.00,4.00,Y,Yes,19.00,3.00,3.00,80.00,1.00,7.00,2.00,2.00,3.00,2.00,0.00,2.00
37.00,No,Travel_Rarely,977.00,Research & Development,1.00,3.00,Life Sciences,1.00,1196.00,4.00,Female,56.00,2.00,2.00,Manufacturing Director,4.00,Married,6474.00,9961.00,1.00,Y,No,13.00,3.00,2.00,80.00,1.00,14.00,2.00,2.00,14.00,8.00,3.00,11.00
20.00,No,Travel_Rarely,805.00,Research & Development,3.00,3.00,Life Sciences,1.00,1198.00,1.00,Male,87.00,2.00,1.00,Laboratory Technician,3.00,Single,3033.00,12828.00,1.00,Y,No,12.00,3.00,1.00,80.00,0.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00
44.00,Yes,Travel_Rarely,1097.00,Research & Development,10.00,4.00,Life Sciences,1.00,1200.00,3.00,Male,96.00,3.00,1.00,Research Scientist,3.00,Single,2936.00,10826.00,1.00,Y,Yes,11.00,3.00,3.00,80.00,0.00,6.00,4.00,3.00,6.00,4.00,0.00,2.00
53.00,No,Travel_Rarely,1223.00,Research & Development,7.00,2.00,Medical,1.00,1201.00,4.00,Female,50.00,3.00,5.00,Manager,3.00,Divorced,18606.00,18640.00,3.00,Y,No,18.00,3.00,2.00,80.00,1.00,26.00,6.00,3.00,7.00,7.00,4.00,7.00
29.00,No,Travel_Rarely,942.00,Research & Development,15.00,1.00,Life Sciences,1.00,1202.00,2.00,Female,69.00,1.00,1.00,Research Scientist,4.00,Married,2168.00,26933.00,0.00,Y,Yes,18.00,3.00,1.00,80.00,1.00,6.00,2.00,2.00,5.00,4.00,1.00,3.00
22.00,Yes,Travel_Frequently,1256.00,Research & Development,3.00,4.00,Life Sciences,1.00,1203.00,3.00,Male,48.00,2.00,1.00,Research Scientist,4.00,Married,2853.00,4223.00,0.00,Y,Yes,11.00,3.00,2.00,80.00,1.00,1.00,5.00,3.00,0.00,0.00,0.00,0.00
46.00,No,Travel_Rarely,1402.00,Sales,2.00,3.00,Marketing,1.00,1204.00,3.00,Female,69.00,3.00,4.00,Manager,1.00,Married,17048.00,24097.00,8.00,Y,No,23.00,4.00,1.00,80.00,0.00,28.00,2.00,3.00,26.00,15.00,15.00,9.00
44.00,No,Non-Travel,111.00,Research & Development,17.00,3.00,Life Sciences,1.00,1206.00,4.00,Male,74.00,1.00,1.00,Research Scientist,3.00,Single,2290.00,4279.00,2.00,Y,No,13.00,3.00,4.00,80.00,0.00,6.00,3.00,3.00,0.00,0.00,0.00,0.00
33.00,No,Travel_Rarely,147.00,Human Resources,2.00,3.00,Human Resources,1.00,1207.00,2.00,Male,99.00,3.00,1.00,Human Resources,3.00,Married,3600.00,8429.00,1.00,Y,No,13.00,3.00,4.00,80.00,1.00,5.00,2.00,3.00,5.00,4.00,1.00,4.00
41.00,Yes,Non-Travel,906.00,Research & Development,5.00,2.00,Life Sciences,1.00,1210.00,1.00,Male,95.00,2.00,1.00,Research Scientist,1.00,Divorced,2107.00,20293.00,6.00,Y,No,17.00,3.00,1.00,80.00,1.00,5.00,2.00,1.00,1.00,0.00,0.00,0.00
30.00,No,Travel_Rarely,1329.00,Sales,29.00,4.00,Life Sciences,1.00,1211.00,3.00,Male,61.00,3.00,2.00,Sales Executive,1.00,Divorced,4115.00,13192.00,8.00,Y,No,19.00,3.00,3.00,80.00,3.00,8.00,3.00,3.00,4.00,3.00,0.00,3.00
40.00,No,Travel_Frequently,1184.00,Sales,2.00,4.00,Medical,1.00,1212.00,2.00,Male,62.00,3.00,2.00,Sales Executive,2.00,Married,4327.00,25440.00,5.00,Y,No,12.00,3.00,4.00,80.00,3.00,5.00,2.00,3.00,0.00,0.00,0.00,0.00
50.00,No,Travel_Frequently,1421.00,Research & Development,2.00,3.00,Medical,1.00,1215.00,4.00,Female,30.00,3.00,4.00,Manager,1.00,Married,17856.00,9490.00,2.00,Y,No,22.00,4.00,3.00,80.00,1.00,32.00,3.00,3.00,2.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,1179.00,Research & Development,19.00,4.00,Medical,1.00,1216.00,4.00,Male,78.00,2.00,1.00,Laboratory Technician,1.00,Married,3196.00,12449.00,1.00,Y,No,12.00,3.00,3.00,80.00,3.00,6.00,2.00,3.00,6.00,5.00,3.00,3.00
46.00,No,Travel_Rarely,1450.00,Research & Development,15.00,2.00,Life Sciences,1.00,1217.00,4.00,Male,52.00,3.00,5.00,Research Director,2.00,Married,19081.00,10849.00,5.00,Y,No,11.00,3.00,1.00,80.00,1.00,25.00,2.00,3.00,4.00,2.00,0.00,3.00
35.00,No,Travel_Rarely,1361.00,Sales,17.00,4.00,Life Sciences,1.00,1218.00,3.00,Male,94.00,3.00,2.00,Sales Executive,1.00,Married,8966.00,21026.00,3.00,Y,Yes,15.00,3.00,4.00,80.00,3.00,15.00,2.00,3.00,7.00,7.00,1.00,7.00
24.00,Yes,Travel_Rarely,984.00,Research & Development,17.00,2.00,Life Sciences,1.00,1219.00,4.00,Female,97.00,3.00,1.00,Laboratory Technician,2.00,Married,2210.00,3372.00,1.00,Y,No,13.00,3.00,1.00,80.00,1.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00
33.00,No,Travel_Frequently,1146.00,Sales,25.00,3.00,Medical,1.00,1220.00,2.00,Female,82.00,3.00,2.00,Sales Executive,3.00,Married,4539.00,4905.00,1.00,Y,No,12.00,3.00,1.00,80.00,1.00,10.00,3.00,2.00,10.00,7.00,0.00,1.00
